text	label
When I was living in Stockholm for 3 years, I remember reading somewhere that the rape rates stand like that because of the way the law is written, something mixing sex offense with rape. But I'm not sure.	0
America is even worse... trust me :)	0
"Jesus Christ. I think the original point of this is based around a survey poll on immigration. The result being that it is today perceived as being a ""bad"" thing, which is nonsense. However I'm willing to bet all the money in my pockets against all the money in yours that both of you are in some way or another a product of such immigration. Are you actually defending it on the principle that we would also be better off if neither of you lived here?"	0
' i probably would have drowned trying to save my son, i'm just saying '	0
My girlfriend is an American IT programmer, speaks English, Welsh and Turkish and her parents served in the USAF in the US and Incirlik. I'm doing a postgrad law conversion next year. That girl is either North American or British of Polish descent, or is an Israeli citizen.	0
Gosia, in Poland we already have a lot of refugees from Chechnya (Russian Federation)that are Muslim and they are NOT ruining the country, although we do treat them horribly as a society. Your fear is based on fantasy, not reality.	0
Hi everyone, romanian speaking: I am genuinely and sincerely sorry and am apologising to every one who had a bad experience with our not so civilised folks that have emigrated to your country to beg or do anything else but work or study. There are many civilised people among us, but unfortunately there are also the uncivilised. But please don't let that become a reason to vote for extremists who want nothing more than a reason to exercise their violent nature. Dealing with beggars or criminals harshly, is not a mistake, but changing your democratic views to far right ones is a huge one.	0
A headscarf has nothing to do with religion, in Christian churches in South EU and South America it is a sign of respect still done today (and still in man places in the USA and the UK).	0
Corinthians 11:3-16 3 But I want you to know that the head of every man is the Christ; in turn, the head of a woman is the man; in turn, the head of the Christ is God. 4 Every man who prays or prophesies with something on his head shames his head; 5 but every woman who prays or prophesies with her head uncovered shames her head, for it is one and the same as if she were a woman with a shaved head. 6 For if a woman does not cover herself, she should have her hair cut off; but if it is disgraceful for a woman to have her hair cut off or shaved, she should be covered. 7 For a man should not have his head covered, as he is God’s image and glory, but the woman is man’s glory. 8 For man did not come from woman, but woman came from man. 9 And what is more, man was not created for the sake of the woman, but woman for the sake of the man. 10 That is why the woman ought to have a sign of authority on her head, because of the angels. 11 Besides, in connection with the Lord, neither is woman separate from man nor is man separate from woman. 12 For just as the woman is from the man, so also the man is through the woman; but all things are from God. 13 Judge for yourselves: Is it fitting for a woman to pray to God with her head uncovered? 14 Does not nature itself teach you that long hair is a dishonor to a man, 15 but if a woman has long hair, it is a glory to her? For her hair is given to her instead of a covering. 16 However, if anyone wants to argue in favor of some other custom, we have no other, nor do the congregations of God.	0
I hear you buddy, that' s a big ten four, blue swade shoes , signing out?	0
And why do we care?	0
For the past years alot of our traditions have been called rasist.. So, it doesn't surprise me at all that some of the young people have become close-minded.	0
Only in england.	0
I live in Stockholm. Born in the suburbs, work in the city and I don't know anybody that is a SD/SDU that I know. This video would be more interesting if they also talked to us normal people in Sweden ...	0
